name,line
House, Be sure to let me know when Cuddy starts screaming. [Chase takes the second mint box from his pocket and eats a few more.]
House," It's only a white lie. Technically, all I did was call them a little early. Trust me, he'll be dead real soon. Actually, I saved you some rush hour traffic."
House, Fine. Just as soon as you sign this surgery consent. I have a pen. [Mrs. Park takes out her cell phone and dials.]
House, But you don't get off on embarrassment the way your son does. I guess it skips a generation.
House," Yeah, you guys can haggle in a minute. But here's the thing. Humiliation comes in all kinds of packages. People finding out that your son's a perv, that's pretty high up there. People finding out that you'd rather let your son die than sign a piece of paper, where's that rank? And trust me, if I have to paste up a sign in Every nail salon and dumpling shop in Pennsylvania, I'll make sure they know. [He offers them a pen. Mrs. Park turns off her phone and signs the paper.] Your son will be in surgery first thing in the morning. Dumplings, that was a cheap shot. [He leaves.]"
House," This is a mistake. I don't know how to have casual conversation. You think you're talking about one thing, and either you are and it's incredibly boring, or you're not because it's subtext and you need a decoder ring."
House, I have been on a date.
House, Did your wife give them to you?
House, I should cancel. I've got a Patient in surgery tomorrow. [House moves to the kitchen.]
House, [looking in the fridge] No beer.
House," This is pretty lame, right? [Wilson smiles.]"
House, Thank you.
House, Yeah. It's changed a lot since the last time I was here. It used to be a strip joint. [Cameron laughs.] Nice earrings.
House, Nice shoes. Comfortable?
House," We're in a restaurant, we're dressed up, we're eating. If not small talk, what is there? [Awkward pause of doom.]"
House," I treat you like garbage, so I must really like you. Given your Freudian theory, what does it mean if I start being nice to you?"
House, Hmm. So there's absolutely nothing I can do to make you think that I don't like you.
House," You live under the delusion that you can fix Everything that isn't perfect. That's why you married a Man who was dying of cancer. You don't love, you need. And now that your husband is dead, you're looking for your new charity case. That's why you're going out with me. I'm twice your age, I'm not great looking, I'm not charming, I'm not Even nice. What I am is what you need. I'm damaged. [He picks up his menu, leaving Cameron to think.]"
House," She had the ravioli, I had the puttanesca."
House," Well, I did have a little indigestion afterwards. Maybe it was the garlic bread."
House," Nothing deep, mostly small talk."
House," Took your advice, complimented her shoes, that's fifteen minutes of chat right there."
House, I don't think so.
House," If it's not clots, a loading dose of blood thinners is gonna make him bleed out of his ears. Then he won't be able to hear. [Myron and Ramona tap on the glass of Diagnostics.] Oy ve. [yelling] Nobody home, leave a message!"
House," Chase, Cameron, get another angiogram and echo. Better get a full-body scan. If it is clots, it'd be good to know where they are. [They all file out of the office; House goes to talk to Myron and Ramona.] Sorry about that. Guy dying."
House," Well, glad to see you've got the correct perspective on the thing."
House, Nice visual.
House, Candy wouldn't take away your headaches.
House, You came to me and told me that you were having too much sex.
House," You too, Sequoia."
House," I know that Everybody lies, but you'd think that after a certain amount of time together you wouldn't be trying so hard. [Myron fidgets with his wedding ring.] Your rings don't match."
House," Well, style is one thing, but one silver, one gold? How long have you guys been married?"
House," Damn it, you're having an affair."
House," You guys aren't the victim of the little blue pill, you're the pRoblem!"
House," Aw. [Myron takes out a breath spray and sprays his mouth.] Oh, welcome to hell. [House closes his eyes as Myron and Ramona kiss in front of him. And it hits him. He takes the tic-tacs he took from Chase out of his pocket and starts to walk off.]"
House, Looks like you guys are good to go drug-free for a while.
House," Dr. Chase, these breath mints you've been popping since yesterday. Are they a new fetish?"
House, And you didn't find that interesting.
House, Wrong.
House," Chase, get your nose in here."
House," Come on, just put your face in his mouth. [Chase does so, and then recoils.]"
House," Rich, wouldn't you say?"
House, Number one sign of fulminating osteomylitis.
House," PRobably from the original break. NEver healed properly. [CGI demonstrates.] Infected tissue from the jaw breaks off, blocks blood flow to the brain, and life just isn't worth living without blood."
House," Like this. [He sticks a syringe in Harvey's jaw, pulling out pus from the infection.] Ladies and gentlemen, we have pus. [He hands the syringe to Chase, and takes the tic-tacs from him, eating a few.] We're gonna remove the jaw. Anybody got a buzzsaw? Okay, call a surgeon."
House," Hi, I'm Dr. House. [to the nurse] How's tricks, Annette? [The nurse turns, and it is indeed Annette in nurse's scrubs.]"
House," No, it's okay. I came to talk to you both. Like I tell all my Patients, you've simply got to say ""no""� to strangulation. Me, I'm a freak, I get off on not being in pain. That, and chocolate-covered marshmallow bunnies."
House," Yeah, he is. A little. But it's got to stop. Or he'll die."
House," Well, lock him in a cage. That should be fine, medically."
House," You witnessed the spew, or you just have his word for it? I think I'm coming down with a little bit of the clap. I may have to go home for a few days."
House, You said this is the fifth time he's missed a class this year! Either he's dying or he's lying.
House," Fine, I'll have Cameron do it. She loves inspiring the inspired. [He starts to walk off."
House, [turning back] Why is it always me?
House," I'm not doing it. [He leaves, stops at the door, and walks back in.] You're supposed to stop me. Renegotiate."
House, I'll do the lecture for four hours off clinic.
House," I'm outta here, take it up with Cuddy."
House," Hi, Stacy."
House," How am I doing? Well, the last five years have been like! you Ever see those ""Girls Gone Wild""� videos?"
House, Is that why you're here? [Stacy shakes her head.]
House, Who am I looking at?
House," Who is suffering abdominal pain and fainting spells. No sign of tumors, no vasculitis. Could be indigestion, or maybe a kidney stone. A little one, can pack a lot of wallop."
House," Not to someone so poorly endowed. This guy's pancreas is pathetic. [He walks off, Stacy follows.]"
House," Well, maybe there's nothing to be found."
House, The walks are out. [Stacy grabs his arm.]
House, Interesting. It means there's either a neurological component or he's having an affair.
House," I'm not too busy, but I'm not sure I want him to live. It's good seeing you again. [He leaves, and Stacy is holding back tears.]"
House," Three guys walk into a clinic. Their legs hurt. What's wrong with them? [A student ""� let's call him Keen Student ""� raises his hand.] I'm not going to like you, am I?"
House," Statistically, you're right. Very good. My experience: over half of leg pain is musculoskeletal, generally from excessive exercise. Twelve percent is varicose veins brought on by pregnancy, and most of the rest is the result of vehicular accidents. I said three people. That's six legs. So, you've got three hurt jogging, two in collisions, and one of the legs is pregnant. [Some chuckles. Another student ""� let's call her the Caring one ""� pipes up.]"
House, I have no idea. [Enter the third student: the Rebellious one.]
House," Of course, but all that told us was what they said happened. Person A, farmer, says he was fixing a fence. [Cut to a visual of the farmer.] Tightness of the ankle, loss of muscle control. [The farmer groans and collapses.] Person B, volleyball practice. [Cut to a girls' volleyball team, where there is one middle-aged Man playing with them. He dives for the ball and falls on the ground, clutParkng his leg.] Coach figured it was a pulled muscle. And C, [cut to a mini-golf course] we've got Carmen Electra. Golfing. [Her ball makes it into the golden Buddha, and she goes, ""Yes!""�]"
House," The Baywatch thespian. And no, I've gotta disguise the identity of each of the Patients and I got tired of using the middle-aged Man. Carmen seemed like a pleasant alternative. Also, she's apparently quite the golfer. [He stands.] Now, in less than two hours, one of these three will get tossed out of the hospital because they were faking it to score narcotics, and one will be very close to death. Any guesses on which is which? [Silence.] Okay, I say we start with the farmer."
House," Did you hike to the fence, and how far?"
House, And where's the pain localized?
House," So, what should we do first? [He turns, and Keen Student is standing right next to him.]"
House," Indicative of leg pain? That's a very short list. Any history of bone cancer, osteogenesis imperfecta or multiple myeloma? [The farmer shakes his head. Caring Student pops up.]"
House," Bzzt! Sorry, thanks for playing. Patient's dead. You killed him. [The students look and sure enough, the farmer's dead on the table.]"
House," You had time to look at the leg. [They look down, and the leg (and the overalls, and the whole farmer garb) is now the property of one Carmen Electra. She takes the straw out of her mouth and smiles.]"
House, We are. But if we're going to look at a leg!
House," I need you to take off your pants. [House stands in the corner with a smug look on his face as Carmen takes off the overalls. She gets back on the table, playing with her hair as she does so. House looks at the wound, and then looks out as he proclaims --] Puncture."
House, That would be my guess.
House," That's what he said. Sudden shooting pain, tall grass, nEver saw a thing."
House, You want me to tell you what kind of snake it was from the shape of the hole in the leg?
House," Oh, there are people to find those things out."
House," And while we wait for the HuMane Society to show up, what say we check up on the volleyball player?"
House, It's a leg. A leg is a leg is a leg.
House, Would you worry about her more if she was younger?
House," Yeah, right. I saw the way you were looking at Carmen. She's mine, stay away. [Chuckles from the class.] Would you operate on your mother?"
House, Then why are you so anxious to treat Every Patient like they're family? The actual Patient is 16. Here's what happens when doctors care to much.
House, You got all this from an examination of the knee?
House, She doesn't have tendoni�
House, She's depressed about having tendonitis.
House, Not the boy.
House," Ah. PRoblems with the thyroid gland causes depressed mental state, can cause inflammation of the tendons."
House," No, because she took such an interest she discovered a tiny nodule. Which, in reality, signified nothing, but gave us no choice but to put a person with tendonitis through an expensive and painful test."
House, Here's how a well-adjusted doctor handles a case.
House, I'd rather you didn't. [Caring Student shows up.]
House, First one. The golfer. [Enter Keen Student.]
House, [to Carmen] You have decreased reflexes in your patellar tendon. Anyone? [Rebellious Student has shown up.]
House, Could be. How bad does it hurt?
House, Yeah?
House," Oh, for God's sake. She's here to play out my fantasy, not because she's Meryl Streep. [Caring Student and Carmen both give him a look.] Fine. [Carmen disappears, and we see a Man in his late 30s, now known as Late 30s Man.]"
House," Sir, are you getting pain anywhere else? [The last part is almost drowned out.]"
House," Sir, where are you getting pain?"
House, Oooh.
House, [holding up the syringe] What do I do?
House," Apparently, he's not allergic."
House," No, you did exactly what his attending did."
House, Yeah.
House," You're going to see a lot of drug-seeking behavior in your practice, and there's a reason: it works. Meanwhile, back on the farm!"
House," What say we take five? Get some coffee, go pee. [He leaves.]"
House, She asked me the same question.
House, There's pRobably nothing wrong with him.
House, So I should help her because she hates me.
House, The volleyball player was responding to the anti-inflammatories as you'd expect in a case of tendonitis.
House, What if I told you the volleyball player had a sudden massive stroke?
House," No. But that would make you interested, right? What if her T4 came back low? It's not quite as interesting, but it has the benefit of being true."
House," No, I didn't. I said she put a person with tendonitis through an expensive and painful test. Apparently the Patient had tendonitis and a thyroid condition."
House," You were right the first time. Snakebite guy's way more interesting. Gross, actually."
House," [looking at the tests] No, it's not. Notice the volume?"
House, 200mg. Our guy got bit less than four hours ago. There's no way a snake regenerates that much venom that quickly.
House, Nope. Unless you've got a Patient bit by one. Then it might be helpful. So what do we do now?
House," Or you go online and find there's only three poisonous snakes common in New Jersey: the copperhead, the timber rattler, and the coral. The copperhead and the timber rattler both respond to the antivenins we gave the guy."
House, Is that a question?
House, Very good.
House," No need. Odds are, by the time you get back the autopsy results will tell you what kind of snake it was."
House," Again, was that a question? I asked what you would do. It seems unfair for you to ask me what you would do. Who gives the guy the other antivenin? [Half of the class raises their hands.] And who goes looking for the snake?"
House, That's usually the way it works at the leg turning black stage.
House, Yeah.
House," I'm sure this goes against Everything you've been taught, but right and wrong do exist. Just because you don't know what the right answer is ""� maybe there's Even no way you could know what the right answer is ""� doesn't make your answer right or Even okay. It's much simpler than that. It's just plain wrong."
House, [voiceovers] We gave the guy the antivenin.
House," [taking some Vicodin] On average, drug addicts are stupid."
House, Good for you. A lot of doctors wouldn't risk their careers on a hunch.
House," I beliEve drug addicts get sick. Actually, for some reason they tend to get sick more often than non-drug addicts. Luckily, you don't have to play your hunch, there's a faster way. Actually, there are sEveral. My preference is urine testing."
House, That's not what I'm testing for.
House," We're going to put this hard, rubber tube up your urethra and into your bladder. It might be a little uncomfortable."
House, We're concerned about allergic reactions today.
House," If the guy can handle a rod in his penis for half an hour, he's really sick."
House," There's easier ways to get a hold of drugs. Other hospitals, for example. [He takes a mug out of the desk and sniffs it. He starts to walk off.] The volleyball player is not responding to treatment. [He leaves to go to the water fountain, and yells back -- ] At least we think it's not working on account of the fact she's getting worse. Can you still hear me?"
House," [filling the mug] Well, if you can't hear me, how do you know what I asked?"
House, Not her real name!
House, The question is why. Likely suspects?
House," [slowly] The adenoma is most likely. Check her PTH ""�"
House," -- phosphorus, and ionized calcium, and do a technetium sestamibi. Okay, that's enough about the volleyball player. What's up with the farmer? [They all look at him.]"
House," Snakebite guy. Oh, right, you guys don't know about him. He doesn't get bitten until three months after we treat the volleyball player. Luckily, it's been well established that time is not a fixed construct. [He walks over to the white board, which now has writing on it pertaining to the farmer.] His condition's not improving; double the dosage."
House," There's another antivenin, it's not as effective, but ""�"
House," The first stuff, the stuff he was allergic to ""�"
House, [to the camera] What does it all mean?
House, We tried Every other antivenin we had.
House," Yep. He's dying. His wife's here, finally found a babysitter. Who wants to let him know? Actually, I'm kidding."
House," Oh, yeah, he's dying, but there's no wife and kid. Which is great. Makes the ""breaking the news""� thing way easier. Oh, yeah, one more piece of news."
House, The drug addict is peeing blood.
House, How do they teach you how to tell someone that they're dying? It's kind of like teaParkng arParktects how to explain why their building fell down. Do you roleplay and stuff?
House," And what do you have to do to get an A in You're Dying 101? They grade you on gentleness and supportiveness? Is there a scale for measuring compassion? This buddy of mine, I gotta give him ten bucks Every time somebody says ""Thank you.""� Imagine that. This guy's so good, people thank him for telling them that they're dying. [He looks at his picture.] Eh, needs brown. I don't get thanked that often."
House, You're dying. In a few hours. There's nothing we can do except deal with the pain.
House, You're not going home.
House, Any of you guys go the dog route in your improv sessions? It's a basic truth of the huMan condition that Everybody lies. The only variable is about what. The weird thing about telling someone they're dying is it tends to focus their priorities. You find out what matters to them. What they're willing to die for. What they're willing to lie for.
House," Well, you must have a neighbor who ""�"
House," Then the HuMane Society can take him in and ""�"
House," It wasn't a snakebite, was it?"
House," Sure you do. Just not by a snake. I assume that Cujo bit one of your neighbors awhile back. You tell me that he bit you, and I gotta report it. Cujo's got a record, he gets the chair. The good news is, you might just live. The bad news is, your dog's gonna die."
House," What would you call that? That's tea-colored, right? The guy who we thought was just after the drugs! what's the differential diagnosis for urine that's tea-colored?"
House, Kidney stones would cause what?
House, What color is your pee?
House, What color is your blood?
House, What colors did I use?
House, And brown. What causes brown?
House, Which means the kidneys are shutting down. Why?
House, None that his history would indiCate.
House, Treatment?
House, Other possible causes.
House," Start him on antibiotics. What else? [She pauses.] Come on, come on!"
House," You're useless. But at least you know it. Blood tests show elevated creatine kinase, what does that tell you?"
House, You sure?
House, You know what's worse than useless? Useless and oblivious. [He goes to the Keen student.] What are they missing?
House, Yeah? You think it's going to be easier when you've got a real Patient really dying? [to Everyone] What are you missing?]
House, Not your case.
House," Brilliant. MRI his leg, see what's killing it."
House," Because the neck scan rEvealed nothing and her doctor's way more obsessive than she thinks she is. [Cameron, sitting in the back, tries not to act like that was directed at her.]"
House," Because Dr. Cameron back there said muscle death, not one of you said it! Not one of this guy's doctors said it. They gave him bed rest and antibiotics, just like you guys would have."
House, No.
House," Three days. It is in the nature of medicine that you are gonna screw up. You are gonna kill someone. If you can't handle that reality, pick another profession. Or finish medical school and teach."
House," No, three days before the Patient suggested it might have been muscle death."
House," His MRI showed that the leg pain wasn't caused by the self-injection, wasn't caused by an infection. It was an aneurysm that clotted, leading to an infarction."
House, I don't care what you find.
House, I like my leg. I've had it for as long as I can remember.
House, They're not cutting it off.
House, Patient made the right choice. Tell a surgeon it's okay to cut a leg off and he's going to spend the night polishing his good hacksaw.
House," Well, of course they care about their Patients. They just care about themselves more. Which is not an unreasonable position. Trying to maximize the tissue you save also maximizes the chances of something going wrong. Which means you've gotta be extra careful. Which is such a pain in the ass."
House," Yeah, they're just not as pretty. Do a bypass, restore the circulation."
House," For you, or me?"
House, Four-day blockage.
House," If you restore the blood flow instead of just lopping it all off, then all that crap gets washed back into my system. The cytokines could cause organ failure, the potassium could cause cardiac arrest. On the other hand, I may just get the use of my leg back."
House," I'll get through it. I understand the risks, you're in the clear. Go schedule an OR. [Cuddy leaves.]"
House, I think I'm more of a jerk.
House, I'm not gonna die.
House, I think they gotta up that morphine.
House, The doctors recommended bed rest and antibiotics.
House, Sure doesn't mean they're right.
House, I can handle it.
House, That's why I need the damn morphine!
House, Nurse? Nurse! I need more calcium gluconate.
House, The QRS is getting wider. My potassium is rising.
House," Well, you better make it fast, 'cause I'm about to go into cardiac arrest. You give me the dose, or I go into wide complex tachycardia."
House," Listen, it's not a narcotic! I'm not looking for a buzz. You've got about twenty seconds. [His breathing quickens, and the monitors all go off.] I was wrong. [Nurses and doctors enter, including Cuddy.]"
House, The Patient was technically dead for over a minute.
House," Define real. They were real experiences. What they meant! Personally, I choose to beliEve that the white light people sometimes see visions, this Patient saw. They're all just chemical reactions that take place when the brain shuts down."
House," There's no conclusive science. My choice has no practical relevance to my life, I choose the outcome I find more comforting."
House, I find it more comforting to beliEve that this isn't simply a test.
House, It's bad.
House, It's just taking longer.
House, It's my leg. It's my life.
House, Of course I would.
House, I would say it's their choice.
House," I can't, I can't, I'm sorry."
House," I know, I know. I need you to talk to the doctor."
House, Thank you. [to Stacy] Hey.
House, I'll see you when I wake up. We'll go golfing. I love you.
House, [going under] You've got nothing to be sorry about. [Stacy gets up and walks over to Cuddy.]
House," Because of the extent of the muscle removed, utility of the Patient's leg was sEverely compromised. Because of the time delay in making the diagnosis, Patient continues to experience chronic pain."
House, [half-laugh] They usually are. Do you have a buzzer or something. What time does this class end?
House," I'm not doing this again. [picking up the ""World's greatest dad""� mug and walking toward Cuddy] And this guy is not the world's greatest dad. Not Even ranked. Who the hell lets their kids play with lead-based paint? That's why he's always sick. Find him some plastic cups and the class is all his again. [He leaves, leaving behind a full room of shellshocked students.]"
House," Stacy, it's Gregg. I've got an opening for ten tomorrow morning. Make sure your husband isn't late. [He hangs up, and enters his office.]"
House, I gotta go.
House," He's cancelled two exams, he's not gonna ""�"
House," Sure. The ex-boy-toy. Eh, that makes sense."
House," Right, you think being afraid of me is a symptom of a serious ailment."
House, He's twenty minutes late. I'm outta here.
House, Why? Because he loves you and does Everything he's told?
House, He likes to see.
House, Hi. I'm Gregg House. You must be Matt.
House, Yeah. Wow.
House, Makes sense to me.
House, What do you want me to do?
House, He says he's healthy. What's to check out?
House," Oh, he's good. If you can fake sincerity, you can fake pretty much anything. I can't tell you how much I like your fella."
House," You know, we should do things together. Maybe throw a ball around or something. Guy stuff."
House, Hah! He's Oscar Wilde!
House," [raising his glass] Here's to women. You can't live with 'em, you can't kill 'em until the neighbors are stripping in Atlantic City."
House, I'm definitely taller.
House," Garçon! [Translation corner: Garçon means ""boy""� in French, and is a not-too-nice way to address a waiter.] [He snaps his fingers to get their attention.] It's okay, ladies and gentlemen, nothing to worry about. Unless you had the veal."
House," I told you, I'd check him out. I was a little worried they were gonna get here before he'd passed out. Would have been tougher to get him to drink. I'll give you a ride. We can talk. [Stacy gives him a dirty look and walks out with the paramedics.]"
House, Morning. You guys got the file? What's wrong?
House," Then we're done! What do you think, ball game, zoo? I don't care, I just want to hang with you guys."
House," Yeah, sorry, that was me. I had to dope him up to get him in here. Guy doesn't think he's sick."
House, His wife.
House, That's her Indian name. On her driver's license it's Stacy. I assume you have a point.
House," The truth, I hear voices. All the time. Telling me to do stuff, it's crazy, huh?"
House," I was lying. Do the things, the, you know, blah blah blah blah blah, all that stuff the other docs did. If that's negative, ultrasound his belly. If that's negative, CT his abdomen and pelvis, with and without contrast. [heading to his office] Did I miss anything?"
House," Well, we could certainly give that a ""� oh, you minx."
House, She's married. Big clue I lost the game.
House, I thought she wanted me to treat him.
House, But what if they get close to each other? What do I do then?
House," Please, don't put me on a pedestal."
House," No, it means we have no idea what's wrong with him. [Foreman walks up.]"
House," No, today. Call him. Tell him I'll make it work."
House," [to Foreman] Whoa, hold it! There's no need for exploratory surgery, Dr. Cameron has a diagnosis."
House," No, it's premature to put him on a list for hospice care. [Chase and Foreman both roll their eyes.] And it's maybe irresponsible to imply my actions are not rationally supported."
House, Who says that his stomach hurts. Works for me.
House," His wife's a Lawyer. She's very convincing. Call Goldstein, surgery's on. [House walks off, then Chase and Foreman, leaving Cameron standing in the hall with her mouth hanging open.]"
House," Double milk, no sugar."
House, You know why people sit in waiting rooms?
House," People think the closer they're sitting to the operating room, the more they care."
House, Are you doing anybody besides Mark? [She looks at him.] It's a medical question.
House, Knew you'd understand.
House, Neurogenic bladder isn't causing the pain.
House, Give me the video for the surgery.
House," Dr. Mandingo, you're needed at the plantation House."
House," Well, don't Everybody talk at once. [He pops a couple of Vicodin.]"
House," Stop looking at the suspiciously empty bottle and look at the screen. Here's why I get the big bucks. This is nothing. An enhanced version of nothing. [He plays the tape a bit, then stops it.] This is the pRoblem."
House," A time bomb in his brain. I forget, who said it was nothing?"
House," Enough nerves die, he dies."
House, He won't die right away. He'll just want to.
House, Last I heard Alzheimer's had a genetic component. Patient have parents?
House," Send CSF or CBC and viral serologies to rule out encephalitis, and get Tal proteins to check for Alzheimer's. And this [wielding the history] still feels a little light."
House, [to Foreman] Check out their House. Take SParky with you.
House, You can expense the tolls.
House," [to Foreman and Chase as they leave] Her secret diary: that's the main thing. But as long as you're there, take a peek in the medicine cabinet. Check for toxins, heavy metals! anything that would explain this other than encephalitis or Alzheimer's. [The men leave.] And get receipts for the tolls! [Cameron storms out, as well.]"
House," On the other hand, prescribed to W. Brown."
House," Could be, but the prescribing doc, his name's real. This guy's just had his license pulled for writing illegal prescriptions to high school kids."
House, And Mr. Brown's birth date makes him 17-years-old. You think maybe these were confisCated by a high school guidance counselor? [He pockets the bottle.] Anything else?
House, He's getting older. What did the CSF say about encephalitis?
House, Which means we're back to Alzheimer's.
House," Well, then you should have told her that. He could still have it. PET scan will rEveal any change in metabolic activity in the cerebral cortex, run him through. And check his memory."
House," I like all the pretty lights. [The tech injects the chemical, and Mark starts to enter the maParkne.]"
House," Jeez, what a guy. His frontal lobe is working way better than mine. [into the mike] You remember when you got married?"
House, What? There could be a pRoblem with his long-term memory. [in the mike] Big church wedding?
House, He remembers voices.
House," I thought you skimped on the limbic system, there. Emotional reactions, I just want to be thorough. [in the mike] Did the atheistic bride wear a pretty, white dress?"
House, What jewelry did your bride wear?
House, I think I upset him.
House, A little defensive.
House, Here we go. [Stacy shoves him.]
House," The questions were designed to define the operational parameters of his limbic system ""�"
House, Medical screwing. It's what I do.
House," I haven't been up here in five years. [a lengthy, awkward pause] I don't know what's wrong with him. It's not Alzheimer's, it's not encephalitis, it's not environmental, it's not immunological. Every test is negative, Every time. He's perfectly healthy, but his brain is dying."
House, I haven't given up.
House, We wait.
House," Something to change. It's one of the great tragEdies of life, something always [they break apart], something always changes."
House, Time marches on. He's paralyzed.
House," It's peripheral. Guillain-Barre syndrome attacks there, not the brain."
House, Initiative! Like that. Start him on IV immunosuppress�
House, Period? More like dot dot dot. What if he has the virus but isn't producing those antibodies?
House," I didn't ask about the Vegas line, I said ""what if?""�"
House, Fatal sounds very bad to me.
House," The treatment isn't all that dangerous, plasmapheresis and IVIG. If it works, we're right. If he dies, it was something else."
House, Stop that.
House," No, he's not. Look at his vitals. O2 stats are within range. I'm betting the only abnormal sign is sweaty palms. [Stacy, still holding his hand, nods.] Push two milligrams Ativan. [She pushes it, and Mark calms down.] Just a panic attack. Something obviously freaked him out. Can we talk now?"
House," He's had five visitors drive down. I didn't recognize any of them. Six more have sent him flowers, candy and a teddy bear, which I'm sure he finds very comforting. But I didn't recognize any of the names on the cards."
House," No, it's not shocking that you have new friends. But it is shocking that you apparently dumped all your old ones."
House," No, I didn't think so. I just think you didn't tell any of them that you were down here. Now why would that be? [A doctor comes to use the telephone at the desk; they move to another spot.] Why would you not tell your oldest friends that you were taking Mark to Princeton-Plainsboro TeaParkng Hospital to try to save his life?"
House," See, my old friends are telling me to be careful. They seem to think ""�"
House," Figures. He seems to think that I'm not over you. It might be dangerous for me to spend time with you. I'm thinking your friends might have similar concerns. And so you didn't tell him you'd be here, with me."
House, No.
House," Love the bear, it was adorable."
House," I got Mark's latest blood work, he's not responding to treatment."
House," I was happy. He's my Patient. I'm sure he's a good guy, he's pRobably a great guy. PRobably a much better guy than I am. And some part of me wants him to die. I'm just not sure if it's because I want to be with her or if it's because I want her to suffer."
House, Hey. Is it okay if I talk to Stacy for a minute?
House, You two are good together.
House," He took you to Paris, that's good enough for me."
House," Your Honeymoon. It's been your dream city, you wanted to go since you were sixteen, he actually took you."
House, When did Mark switch from mountain biking to yoga?
House, We have two more symptoms.
House, Patient was asked a series of questions to determine the functionality of his brain.
House," WhatEver. Yeah, point is he told us Everything we needed to know to diagnose him, that is if we use your fancy PET scan as a lie detector. See, it's a very creative process, lying. Now, telling the truth is a much simpler process. See here. Question nine, this is where Mark gives a long, rambling answer about taking Stacy to Paris. What does the PET scan say?"
House," They didn't go. They didn't go to Paris, and yet Mark's brain apparently thinks that he really did spend 40 francs on a tour of the Bastille. [He starts to erase the white board.] So we have an intermittent syndrome that presents with abdominal pain, polyneuropathy, paranoia and delusions. Now, here's the thing about Acute Intermittent Porphyria. It'll jump you in a dark alley, beat the crap out of you, leave you bleeding. But it leaves gloves, so no fingerprints. Doesn't show up in blood tests, urine tests, nothing. Unless you catch it red handed in the middle of an attack."
House, Such as?
House," Yeah, well, one of the true tragEdies of this condition is it makes you want to stick your cool, new mountain bike in the garage and take up an indoor sport like, say, yoga. Start the treatment: hematin and glucose."
House, Sure there is.
House," Acute Intermittent Porphyria has very specific triggers. Barbiturates, alcohol, high lEvels of protein set off an attack."
House," Not the faintest idea, that's why I'm going to give him the combo plate."
House, Yeah. But then we'll know what it is and we can treat it.
House, No idea. If we don't know what's messing up your brain we don't know how you'll react.
House," No idea. Next attack could be fatal. Could be six months from now, could be five minutes from now."
House," Fine. I'll send for a HMB synthetase mutation, genetic test. Lab will get back to us in a month."
House, No.
House, Because he doesn't want me to.
House, He might.
House, I'm not gonna do it.
House," You keep asking me that question; my answer doesn't change. I gave him the parameters, it's his call."
House," I diagnosed him, I did my job. You want somebody to tie him down and force him into treatment, well, you're way better at that than I am."
House," Yeah, maybe."
House," No, he's going to die because he's too stubborn to make the right choice."
House," I'm respecting your husband's decision, I don't see why you've got a pRoblem with that."
House, He'll nEver forgive you.
House," [at the doorway] Boy, are my ears burning."
House, [holding up a syringe] Cocktail hour. Just because you can't hoist a few doesn't mean you should be left out.
House," Smart. Too bad you're paralyzed. [He takes the IV to push the syringe, but Foreman stops him.] Bing! Paging Dr. Foreman! Leave the room. It's not your pRoblem."
House," Doc, he ain't right in the head!"
House," Okay, then get one. We'll wait here. I won't do nothin'. [The three Ducklings have moved so they're forming a wall between House and Mark's bed.] Oh, love the Musketeer thing. I got goosebumps."
House," So what's your plan? You take the big, dark one, I've got the little girl and the Aussie will run like a scared wombat if things turn rough. I can't do it. [He turns away, Everyone relaxes, and then BOOM! House sticks the syringe in Mark's leg.]"
House, See what I did there?
House, Everyone's different.
House," No, you'll pollute the sample! Chase, get urine from the catheter."
House, This is not a stroke! Delta wave bursts just at the base of the spasm. [The catheter falls to the floor.]
House, Hold him down!
House, No pain killers!
House," Straight from the bladder, that's as fresh as it gets. Will you give him the Ativan already? He doesn't need to be awake for this."
House, [grabbing a lamp] Move.
House," Organic chem.. More lights, more oxidation. Ring any bells? [The sample turns black.] Start the Patient on 150 milligrams glucose, 75 milligrams hematin. [The three younger doctors leave, leaving House alone to breathe.]"
House, [looking in again] NEver better.
House, De nada.
House, He's gonna be fine.
House," So I'm the guy, but you want the other guy, who by definition can nEver be the guy."
House," Okay. [Stacy kisses him on the cheek, then leaves.]"
House," [loudly] I will not have sex with you! Not again! Miserable, that first time. All that desperate, administrative need ""�"
House, Did she say yes?
House, Fine. Good.
House," Who are you, and why are you wearing a tie?"
House, Yes. I would like to know why she gets a secretary and I don't.
House," Hmm. I didn't know they had a secretarial school. Well, I hope you took some classes in sexual harassment law. Does the word ""ka-Parkng""� mean anything to you? I'm going in now. [House enters.]"
House, What's with hiring a male secretary? JDate not working out?
House, She's not like you. She can't just walk into a bar and pick up her soul mate in twenty minutes.
House, You met me at a strip club.
House, What was I supposed to do? Ask her to leave? That's just rude. Death row guy. I want the case.
House," No, but ""partypants""� does."
House, Hardly counts as stealing; it's a pretty obvious choice.
House," Nolo? Well, I don't want to say anything bad about another doctor, but! especially a useless drunk!"
House, But I'm not useless. Tell Nolo I'm talking over.
House," Oh, good. I'm sure he'll explore all the usual options for why a guy's heart starts beating so fast it pumps out air instead of blood. Wait a second ""� there are no usual options!"
House, I will give you two more clinic hours this week.
House, The Patient's not talking to anybody.
House, You are going to the clinic for two hours.
House," Talk to Cuddy. She's got me going to Mercer State Prison, Capital Sentences unit, I don't know."
House, Good question. What makes a person deserving? Is a Man who cheats on his wife more deserving than a Man who kills his wife?
